,item,ingredient
13105,311481,peach liqueur
13106,311481,honey syrup
13107,311481,rum
13108,311481,pineapple juice
13109,196804,champagne
13110,196804,pear juice
13111,196804,mint sprig
13112,342922,vodka
13113,342922,orange juice
13114,342922,brewed cranberry tea
13115,342922,lemon juice
13116,342922,sugar
13117,181212,water
13118,181212,sweetened raspberry-lemonade drink mix
13119,181212,raspberry vodka
13120,181133,mango
13121,181133,tequila
13122,181133,prepared sweet-and-sour mix
13123,181133,triple sec
13124,181133,rum
13125,181133,ice
13126,181133,lime wedge
13127,181133,coarse salt
13128,286525,amaretto
13129,286525,dr. pepper cola
13130,427192,coffee liqueur
13131,427192,chocolate liqueur
13132,427192,coffee creamer
13133,176733,instant coffee granules
13134,176733,hot water
13135,176733,eggnog
13136,176733,brandy
13137,176733,chocolate syrup
13138,176733,whipping cream
13139,320500,white creme de cacao
13140,320500,kahlua
13141,320500,milk
13142,276098,chocolate milk
13143,276098,coffee
13144,276098,whipped cream
13145,276098,chocolate
13146,276098,kahlua
13147,173488,brewed espresso
13148,173488,creme de menthe
13149,173488,hot cocoa
13150,173488,whipped cream
13151,173488,mint sprig
13152,12011,ice cube
13153,12011,fresh orange juice
13154,12011,club soda
13155,12011,mint sprig
13156,55163,sour mix
13157,55163,lime juice
13158,55163,orange juice
13159,55163,lime wedge
13160,58373,frozen lemonade concentrate
13161,58373,frozen limeade concentrate
13162,58373,powdered sugar
13163,58373,ice
13164,58373,lime wedge
13165,58373,coarse salt
13166,58373,club soda
13167,48814,whole milk
13168,48814,unsweetened pineapple juice
13169,48814,vanilla
13170,48814,coconut extract
13171,48814,sugar
13172,48814,mint leaf
13173,47526,grape juice
13174,47526,club soda
13175,47526,pineapple
13176,47526,orange
13177,47526,ice cube
13178,369847,lime wedges
13179,369847,fresh mint leaves
13180,369847,simple syrup
13181,369847,white rum
13182,369847,club soda
13183,269483,light rum
13184,269483,lime
13185,269483,superfine sugar
13186,269483,club soda
13187,269483,of fresh mint
13188,269483,ice cube
13189,269483,sugar cane
13190,49310,ice
13191,49310,fresh spearmint
13192,49310,lime juice
13193,49310,sugar syrup
13194,49310,rum
13195,49310,club soda
13196,236489,rum
13197,236489,sugar
13198,236489,lime juice
13199,236489,club soda
13200,236489,of fresh mint
13201,66755,of fresh mint
13202,66755,"limes, juice of"
13203,66755,water
13204,66755,superfine sugar
13205,66755,ice
13206,66755,light rum
13207,66755,sprite
13208,166112,mint sprigs
13209,166112,sugar
13210,166112,fresh lime juice
13211,166112,white rum
13212,166112,angostura bitters
13213,166112,club soda
13214,166112,ice
13215,60510,of fresh mint
13216,60510,sugar
13217,60510,lemon juice
13218,60510,light rum
13219,60510,water
13220,60510,lime jell-o gelatin
13221,93741,low-calorie lemonade drink mix
13222,93741,water
13223,93741,rum
13224,93741,mint sprigs
13225,93741,club soda
13226,93741,lime slices
13227,166111,fresh mint leaves
13228,166111,limes
13229,166111,ice
13230,166111,white rum
13231,166111,fresh lime juice
13232,166111,club soda
13233,166111,sugar
13234,166111,water
13235,166111,"limes, zest of"
13236,325918,diet lemon-lime soda
13237,325918,mint leaves
13238,325918,lime
13239,325918,rum
13240,325918,ice cubes
13241,118260,fresh mint leaves
13242,118260,vodka
13243,118260,simple syrup
13244,118260,cointreau liqueur
13245,118260,fresh lime juice
13246,118260,angostura bitters
13247,118260,dry vermouth
13248,118260,mint sprig
13249,302109,sugar
13250,302109,water
13251,302109,mint leaves
13252,302109,key limes
13253,289591,sugar
13254,289591,water
13255,289591,fresh lime juice
13256,289591,fresh mint leaves
13257,289591,"limes, zest of"
13258,289591,light rum
13259,289591,ice
13260,289591,mint sprig
13261,289591,lime wedge
13262,226606,milk
13263,226606,vodka
13264,226606,honey
13265,355329,vodka
13266,355329,goldschlager
13267,355329,apple juice
13268,355329,cinnamon
13269,355329,ice
13270,356449,water
13271,356449,vodka
13272,356449,sugar
13273,356449,frozen orange juice concentrate
13274,356449,frozen lemonade concentrate
13275,356449,7-up
13276,245626,blood orange italian soda
13277,245626,rum
13278,429565,vodka
13279,429565,raspberry liqueur
13280,429565,cranberry juice
13281,429565,maraschino cherry
13282,43622,kahlua
13283,43622,banana
13284,43622,french vanilla ice cream
13285,403742,creme de banane
13286,403742,kahlua
13287,403742,milk
13288,456021,white rum
13289,456021,rum
13290,456021,apricot brandy
13291,456021,orange curacao
13292,456021,orange juice
13293,456021,pineapple juice
13294,456021,lime juice
13295,456021,grenadine
13296,252358,coffee
13297,252358,grand marnier
13298,252358,kahlua
13299,252358,whipped cream
13300,497110,kahlua
13301,497110,grand marnier
13302,497110,hot coffee
13303,497110,whipped cream
13304,497110,lemon juice
13305,497110,sugar
13306,497110,chocolate
13307,475261,kahlua
13308,475261,triple sec
13309,475261,coffee
13310,173889,milk
13311,173889,sugar
13312,173889,bittersweet chocolate
13313,173889,cinnamon
13314,173889,allspice
13315,173889,rum
13316,173889,brandy
13317,173889,"lemon, zest of"
13318,173889,ice
13319,323343,white rum
13320,323343,almond liqueur
13321,323343,pink grapefruit juice
13322,323343,strawberry syrup
13323,323343,ice cube
13324,424478,vodka
13325,424478,creme de cassis
13326,424478,grapefruit juice
13327,424478,ice
13328,322623,rum
13329,322623,grand marnier
13330,322623,orange juice
13331,322623,lemon juice
13332,322623,grenadine
13333,322623,ice
13334,377198,chocolate gelato
13335,377198,half-and-half
13336,377198,chocolate syrup
13337,377198,vodka
13338,377198,kahlua
13339,377198,creme de cacao
13340,377198,brown sugar
13341,377198,chocolate shavings
13342,396000,vodka
13343,396000,chocolate milk
13344,269750,vanilla vodka
13345,269750,amaretto liqueur
13346,269750,hot chocolate powder
13347,269750,milk
13348,306714,vodka
13349,306714,ginger ale
13350,306714,lime juice
13351,32827,pineapple juice
13352,32827,club soda
13353,32827,grenadine
13354,32827,orange juice
13355,32827,cream of coconut
13356,305014,vodka
13357,305014,blue curacao
13358,305014,raspberry schnapps
13359,305014,sour mix
13360,348823,vodka
13361,348823,gin
13362,348823,triple sec
13363,348823,cranberry juice
13364,348823,rum
13365,348823,tequila
13366,348823,prepared sweet-and-sour mix
13367,348823,grapefruit juice
13368,31693,frozen limeade concentrate
13369,31693,orange juice
13370,31693,lime juice
13371,31693,tequila
13372,31693,triple sec
13373,31693,ice cubes
13374,31693,lime wedge
13375,31693,coarse salt
13376,355051,hot water
13377,355051,lime juice
13378,355051,corn syrup
13379,355051,granulated sugar
13380,355051,bottled lemon juice
13381,355051,yellow food coloring
13382,113625,low-sodium tomato juice
13383,113625,lime juice
13384,113625,jalapeno juice
13385,113625,vinegar
13386,113625,sugar
13387,113625,horseradish
13388,113625,pepper
13389,113625,onion powder
13390,113625,garlic
13391,277266,champagne
13392,277266,cranberry juice cocktail
13393,277266,peach schnapps
13394,133939,sugar
13395,133939,water
13396,133939,club soda
13397,133939,egg white
13398,133939,lime juice
13399,133939,tequila
13400,133939,triple sec
13401,133939,ice
13402,213147,beer
13403,213147,chocolate milk
13404,67680,kahlua
13405,67680,peppermint schnapps
13406,67680,cream
13407,480484,vodka
13408,480484,agave nectar
13409,480484,sweet basil
13410,480484,mint leaves
13411,480484,lime
13412,94459,vanilla vodka
13413,94459,creme de cacao
13414,94459,kahlua
13415,94459,cream
13416,28381,banana
13417,28381,vodka
13418,28381,coffee liqueur
13419,28381,baileys irish cream
13420,28381,banana liqueur
13421,28381,ice
13422,310711,vanilla vodka
13423,310711,baileys irish cream
13424,310711,kahlua
13425,486468,instant chocolate pudding mix
13426,486468,milk
13427,486468,irish cream
13428,486468,kahlua
13429,486468,cool whip
13430,119694,vodka
13431,119694,kahlua
13432,119694,baileys irish cream
13433,321182,apple cider
13434,321182,orange juice
13435,321182,orange peel
13436,321182,bay leaf
13437,321182,brown sugar
13438,321182,cinnamon sticks
13439,321182,whole cloves
13440,321182,whole allspice
13441,321182,fresh lemon juice
13442,321182,salt
13443,321182,applejack
13444,76366,red wine
13445,76366,port wine
13446,76366,water
13447,76366,vanilla bean
13448,76366,cardamom pods
13449,76366,cloves
13450,76366,cinnamon stick
13451,76366,whole allspice
13452,76366,orange zest
13453,76366,lemon zest
13454,76366,dried hibiscus flowers
13455,76366,sugar
13456,76366,almonds
13457,76366,raisins
13458,76366,cranberries
13459,321173,dry red wine
13460,321173,sugar
13461,321173,fresh lemon juice
13462,321173,lemons
13463,321173,orange
13464,321173,cinnamon sticks
13465,321173,whole cloves
13466,321173,whole allspice
13467,450984,ice
13468,450984,kahlua
13469,450984,amaretto
13470,450984,baileys irish cream
13471,450984,milk
13472,454533,tequila
13473,454533,lime juice
13474,454533,orange liqueur
13475,454533,ice
13476,94951,gin
13477,94951,dry vermouth
13478,94951,olive
13479,94951,vodka
13480,94951,cocktail onion
13481,328924,herbal tea bags
13482,328924,fresh spearmint
13483,328924,lemons
13484,328924,cinnamon sticks
13485,328924,honey
13486,328924,grenadine
13487,246035,vanilla vodka
13488,246035,blue curacao
13489,246035,white grape juice
13490,246035,blueberry-flavored syrup
13491,246035,lemon juice
13492,237334,port wine
13493,237334,water
13494,237334,sugar
13495,237334,cinnamon sticks
13496,237334,dried prunes
13497,237334,dried apricots
13498,237334,dried apples
13499,237334,whole almonds
13500,237334,whole cloves
13501,237334,golden raisin
13502,237334,dark raisin
13503,237334,"orange, rind of"
13504,237334,candied pineapple
13505,53706,apple
13506,53706,pear
13507,53706,orange
13508,53706,fresh ginger
13509,53706,carrots
13510,13377,italian plums
13511,13377,sugar
13512,13377,whiskey
13513,245508,rum
13514,245508,curacao
13515,245508,"lime, juice of"
13516,245508,orgeat syrup
13517,245508,simple syrup
13518,245508,grenadine
13519,245508,dark rum
13520,118368,orange juice
13521,118368,lime juice
13522,118368,fine sugar
13523,118368,orgeat syrup
13524,118368,grenadine
13525,118368,ice
13526,347629,rum
13527,347629,cream of coconut
13528,347629,unsweetened pineapple juice
13529,347629,ice
13530,347629,pineapple stick
13531,347629,maraschino cherry
13532,346566,orange juice
13533,346566,"lemons, juice of"
13534,346566,rum
13535,346566,superfine sugar
13536,346566,grenadine
13537,346566,orange slice
13538,346566,maraschino cherry
13539,346566,mint sprig
13540,163847,vodka
13541,163847,olives
13542,370585,brandy
13543,370585,lemonade
13544,370585,cream soda
13545,268952,vodka
13546,268952,cointreau liqueur
13547,268952,ice cubes
13548,268952,lime slice
13549,123907,light rum
13550,123907,ginger ale
13551,123907,orange juice
13552,123907,orange slice
13553,123907,star fruit
13554,8871,brandy
13555,8871,jamaican rum
13556,8871,bourbon
13557,8871,eggs
13558,8871,heavy cream
13559,8871,sugar
13560,8871,clove
13561,8871,nutmeg
13562,60212,red wine
13563,60212,orange juice
13564,60212,diet ginger ale
13565,60212,orange
13566,91309,white wine
13567,91309,club soda
13568,91309,ice cube
13569,91309,lemon
13570,406217,amarula cream liqueur
13571,406217,black tea
13572,406217,cinnamon
13573,406217,cinnamon stick
13574,184329,amaretto
13575,184329,peach schnapps
13576,184329,amarula cream liqueur
13577,184329,cream
13578,258615,chocolate liqueur
13579,258615,kahlua
13580,258615,grand marnier
13581,258615,heavy cream
13582,258615,chocolate
13583,149649,champagne
13584,149649,mango nectar
13585,319227,ice cube
13586,319227,light rum
13587,319227,dark rum
13588,319227,passion fruit juice
13589,319227,pineapple juice
13590,319227,"lime, juice of"
13591,319227,grenadine
13592,319227,orange
13593,88307,gin
13594,88307,campari
13595,88307,sweet vermouth
13596,270687,kahlua
13597,270687,tequila
13598,270687,butterscotch schnapps
13599,270687,vanilla schnapps
13600,270687,milk
13601,68026,pineapple juice
13602,68026,coconut cream
13603,68026,coconut milk
13604,68026,rum
13605,68026,irish cream
13606,68026,coffee liqueur
13607,68026,fresh pineapple
13608,116195,frozen limeade concentrate
13609,116195,corona beer
13610,116195,carbonated lemon-lime beverage
13611,116195,tequila
13612,95665,absolut vodka
13613,95665,white cranberry juice
13614,95665,limes
13615,95665,star fruit
13616,95665,ice cube
13617,259779,light rum
13618,259779,orange juice
13619,259779,lemon juice
13620,259779,ginger ale
13621,169027,orange
13622,169027,lemon
13623,169027,rum
13624,169027,grand marnier
13625,169027,rioja wine
13626,169027,orange juice
13627,169027,pomegranate juice
13628,169027,lemon juice
13629,169027,sugar
13630,169027,club soda
13631,169028,orange
13632,169028,lemon
13633,169028,rum
13634,169028,grand marnier
13635,169028,riesling wine
13636,169028,vodka
13637,169028,lemon juice
13638,169028,sugar
13639,169028,granny smith apple
13640,169028,club soda
13641,170783,sugar
13642,170783,water
13643,170783,mangoes
13644,170783,lime juice
13645,170783,tequila
13646,397123,absolut vodka
13647,397123,creme de cacao
13648,397123,ice
13649,397123,dark chocolate
13650,252237,milk
13651,252237,kahlua
13652,252237,powdered sugar
13653,252237,nutmeg
13654,49265,sour apple liqueur
13655,49265,midori melon liqueur
13656,49265,7-up soda
13657,49265,lemonade concentrate
13658,49265,gummy worms
13659,175183,tequila
13660,175183,raspberry vodka
13661,175183,chambord raspberry liquor
13662,175183,raspberry schnapps
13663,175183,sour mix
13664,175183,lemon soda
13665,175183,raspberries
13666,175183,lemon
13667,266779,everclear alcohol
13668,266779,mountain dew soda
13669,232824,lime juice
13670,232824,pineapple juice
13671,232824,grapefruit juice
13672,232824,orange juice
13673,232824,coconut rum
13674,232824,creme de banane
13675,29570,strong coffee
13676,29570,2% low-fat milk
13677,29570,sweetened condensed milk
13678,29570,ice cubes
13679,29570,whipped cream
13680,237738,campari
13681,237738,vodka
13682,237738,ruby red grapefruit juice
13683,237738,ice
13684,237738,lime wedge
13685,251226,blue curacao
13686,251226,cream
13687,251226,7-up soda
13688,364400,sparkling apple cider
13689,364400,cranberry juice
13690,364400,club soda
13691,364400,apple
13692,364400,of fresh mint
13693,274548,dry white wine
13694,274548,cranberry-apple juice
13695,274548,sparkling water
13696,274548,apple
13697,274548,of fresh mint
13698,198616,eggnog
13699,198616,creme de cacao
13700,49307,ice
13701,49307,mint leaves
13702,49307,lime juice
13703,49307,sugar syrup
13704,49307,club soda
13705,49307,mint
13706,137568,vodka
13707,137568,blue curacao
13708,137568,ice
13709,137568,orange rind twists
13710,137568,lemon twists
13711,82524,unsweetened pineapple juice
13712,82524,cream of coconut
13713,82524,ice
13714,82525,fresh strawberries
13715,82525,cream of coconut
13716,82525,ice
13717,182862,apricot nectar
13718,182862,pineapple juice
13719,182862,lime juice
13720,182862,cherry syrup
13721,182862,ice
13722,163174,sugar
13723,163174,water
13724,163174,grapefruit juice
13725,163174,orange juice
13726,163174,grenadine
13727,163174,ginger ale
13728,216808,v8 tropical blend
13729,216808,orange juice
13730,216808,ice
13731,216808,grenadine
13732,216808,carbonated lemon-lime beverage
13733,279801,mango nectar
13734,279801,club soda
13735,279801,fresh lime juice
13736,370788,sugar
13737,370788,orange juice
13738,370788,lemon
13739,370788,orange
13740,370788,apples
13741,370788,seltzer water
13742,370788,grape juice
13743,293334,godiva original chocolate liqueur
13744,293334,sambuca romana
13745,293334,coffee
13746,293334,whipped cream
13747,293334,chocolate shavings
13748,260237,calvados
13749,260237,cointreau liqueur
13750,260237,passion fruit liqueur
13751,260237,orange juice
13752,329032,golden rum
13753,329032,brandy
13754,329032,apple cider
13755,329032,pure maple syrup
13756,329032,fresh lemon juice
13757,329032,ice cube
13758,329032,apple
13759,32470,instant coffee powder
13760,32470,sugar
13761,32470,after dinner mints
13762,32470,boiling water
13763,32470,ice cubes
13764,32470,heavy cream
13765,32470,brandy
13766,425482,vodka
13767,425482,gin
13768,425482,rum
13769,425482,triple sec
13770,425482,midori melon liqueur
13771,425482,sour mix
13772,425482,sprite
13773,425482,lemon slices
13774,278487,rum
13775,278487,pineapple juice
13776,278487,orange juice
13777,278487,grenadine
13778,278487,lime juice
13779,286478,vodka
13780,286478,dooley liqueur
13781,286478,frangelico
13782,286478,milk
13783,138725,amaretto
13784,138725,coffee liqueur
13785,138725,irish cream
13786,138725,vodka
13787,138725,ice
13788,146213,amaretto
13789,146213,butterscotch schnapps
13790,146213,frangelico
13791,146213,vanilla vodka
13792,146213,ice
13793,133701,chambord raspberry liquor
13794,133701,frangelico
13795,133701,heavy cream
13796,15616,drambuie
13797,15616,baileys irish cream
13798,15616,frangelico
13799,15616,amaretto
13800,258407,frangelico liqueur
13801,258407,creme de banane
13802,258407,cherry brandy
13803,258407,whipping cream
13804,258407,banana
13805,185480,amarula cream liqueur
13806,185480,frangelico
13807,185480,brewed coffee
13808,185480,whipped cream
13809,185480,nuts
13810,213529,vodka
13811,213529,frangelico
13812,213529,baileys irish cream
13813,213529,dark creme de cacao
13814,213529,nutmeg
13815,323109,frangelico
13816,323109,dark creme de cacao
13817,323109,chocolate syrup
13818,323109,vanilla ice cream
13819,323109,ice cubes
13820,323109,whipped cream
13821,323109,chocolate shavings
13822,257005,hazelnut-flavored liqueur
13823,257005,raspberry liqueur
13824,257005,vanilla vodka
13825,257005,vanilla extract
13826,322532,amaretto
13827,322532,white rum
13828,322532,cream of coconut
13829,322532,pineapple juice
13830,275011,frangelico
13831,275011,irish cream
13832,275011,cream
13833,275011,chocolate
13834,184346,hot coffee
13835,184346,baileys irish cream
13836,184346,frangelico
13837,184346,kahlua
13838,184346,whipped cream
13839,184346,cinnamon
13840,186129,strong coffee
13841,186129,amarula cream liqueur
13842,186129,frangelico
13843,186129,kahlua
13844,186129,caramel syrup
13845,186129,whipped cream
13846,332766,hazelnut-flavored coffee
13847,332766,chocolate liqueur
13848,332766,splenda granular
13849,332766,whipped cream
13850,332766,bittersweet chocolate
13851,189602,frangelico
13852,189602,eggnog
13853,215314,water
13854,215314,of fresh mint
13855,215314,family-size tea bags
13856,215314,sugar
13857,215314,fresh lemon juice
13858,215314,ice
13859,215314,mint sprig
13860,190430,jagermeister
13861,190430,butterscotch schnapps
13862,190430,baileys irish cream
13863,190430,cream
13864,219705,baileys irish cream
13865,219705,butterscotch schnapps
13866,219705,goldschlager
13867,259451,disaronno liquor
13868,259451,liqueur
13869,259451,cranberry juice
13870,366874,vodka
13871,366874,hpnotiq liqueur
13872,366874,blue curacao
13873,366874,white cranberry juice
13874,366874,lime juice
13875,320268,midori melon liqueur
13876,320268,cream of coconut
13877,320268,pineapple juice
13878,320268,peach
13879,320268,ice
13880,149514,blush wine
13881,149514,sprite
13882,327296,tequila
13883,327296,olive juice
13884,327296,tomato juice
13885,327296,"lime, juice of"
13886,327296,celery
13887,327296,tabasco sauce
13888,327296,worcestershire sauce
13889,322233,bourbon
13890,322233,cointreau liqueur
13891,322233,grand marnier
13892,322233,orange juice
13893,322233,maraschino cherry
13894,322233,lime wedge
13895,322233,lemon wedge
13896,322233,orange peel
13897,268717,tomato juice
13898,268717,old bay seasoning
13899,268717,lemon juice
13900,268717,vodka
13901,185579,v8 vegetable juice
13902,185579,lime juice
13903,185579,worcestershire sauce
13904,185579,tabasco sauce
13905,185579,prepared horseradish
13906,185579,old bay seasoning
13907,185579,fresh ground black pepper
13908,185579,celery salt
13909,185579,vodka
13910,326374,angostura bitters
13911,326374,superfine sugar
13912,326374,ice cube
13913,326374,rye whiskey
13914,326374,lemon peel
13915,326374,maraschino cherry
13916,414739,boiling water
13917,414739,tea bags
13918,414739,sugar
13919,414739,water
13920,414739,bourbon
13921,414739,frozen lemonade concentrate
13922,414739,frozen orange juice concentrate
13923,414739,carbonated lemon-lime beverage
13924,414739,lemon rind
13925,48276,milk
13926,48276,malt drink powder
13927,48276,chocolate syrup
13928,48276,chocolate ice cream
13929,77793,eggs
13930,77793,sugar
13931,77793,bourbon
13932,77793,brandy
13933,77793,heavy cream
13934,77793,nutmeg
13935,374168,citrus-infused vodka
13936,374168,peach schnapps
13937,374168,lemonade
13938,374168,peach puree
13939,374168,sprite
13940,374168,fresh peach
13941,394070,wine
13942,394070,sweet vermouth
13943,394070,grenadine
13944,394070,cranberry juice
13945,394070,water
13946,394070,sugar
13947,394070,carbonated lemon-lime beverage
13948,394070,orange
13949,320399,citrus-infused vodka
13950,320399,triple sec
13951,320399,lemonade
13952,320399,strawberry puree
13953,320399,sprite
13954,320399,fresh strawberries
13955,374208,citrus-infused vodka
13956,374208,triple sec
13957,374208,lemonade
13958,374208,strawberry puree
13959,374208,sprite
13960,374208,strawberries
13961,485657,milk
13962,485657,chocolate milk
13963,485657,ice cream
13964,485657,chocolate chip cookie
13965,148635,amaretto
13966,148635,creme de noyaux
13967,148635,ice cream
13968,148635,oreo cookies
13969,148635,chambord raspberry liquor
13970,219520,godiva original chocolate liqueur
13971,219520,baileys irish cream
13972,219520,brewed coffee
13973,219520,whipped cream
13974,219520,chocolate sprinkles
13975,212298,baileys irish cream
13976,212298,fat free powdered cocoa mix
13977,212298,vodka
13978,212298,butterscotch schnapps
13979,212298,water
13980,32826,ruby red grapefruit juice
13981,32826,tangerine juice
13982,32826,vanilla ice cream
13983,291518,lemon-flavored vodka
13984,291518,triple sec
13985,291518,pineapple juice
13986,291518,sprite
13987,291518,lemon
13988,291518,grenadine
13989,291518,lemon wedges
13990,291518,maraschino cherries
13991,167884,lemons
13992,167884,mint leaves
13993,167884,vodka
13994,167884,sugar
13995,167884,ice
13996,146320,pomegranate juice
13997,146320,citrus-infused vodka
13998,146320,cointreau liqueur
13999,146320,ice
14000,146320,sparkling water
14001,146320,lemon
14002,252143,basil leaves
14003,252143,simple syrup
14004,252143,fresh lime juice
14005,252143,rum
14006,252143,"orange, juice of"
14007,252143,soda water
14008,250667,oranges
14009,250667,almond syrup
14010,250667,gin
14011,250667,pink grapefruit juice
14012,250667,angostura bitters
14013,302918,ice cube
14014,302918,vodka
14015,302918,orange curacao
14016,302918,orange blossom water
14017,302918,orange-flavored sparkling water
14018,302918,orange wedge
14019,272300,orange juice
14020,272300,lemon juice
14021,272300,sugar
14022,272300,bourbon
14023,272300,ice
14024,272300,orange slice
14025,277994,brandy
14026,277994,cherry brandy
14027,277994,curacao
14028,277994,orange juice
14029,277994,club soda
14030,277994,orange wedge
14031,229172,creme de cacao
14032,229172,grand marnier
14033,229172,kahlua
14034,229172,baileys irish cream
14035,63241,lemon juice
14036,63241,lemons
14037,63241,oranges
14038,63241,orange juice
14039,63241,cherry juice
14040,63241,sugar
14041,63241,water
14042,42432,ice
14043,42432,orange slice
14044,42432,apple cider
14045,42432,club soda
14046,42432,brandy
14047,42432,orange-flavored liqueur
14048,143563,orange
14049,143563,coffee beans
14050,143563,sugar cubes
14051,143563,vodka
14052,373197,ice
14053,373197,orange juice
14054,373197,pineapple juice
14055,373197,orange-flavored rum
14056,373197,pina colada nonalcoholic drink mix
14057,271490,rum
14058,271490,curacao
14059,271490,lime juice
14060,271490,sugar syrup
14061,271490,orange
14062,469232,orange rind
14063,469232,fresh cranberries
14064,469232,sugar
14065,469232,ice cube
14066,469232,gin
14067,469232,fresh orange juice
14068,469232,tonic water
14069,286330,vanilla schnapps
14070,286330,orange juice
14071,286330,orange
14072,227345,orange juice
14073,227345,"orange, zest of"
14074,227345,half-and-half
14075,227345,superfine sugar
14076,227345,sparkling wine
14077,227345,strawberry
14078,348292,rum
14079,348292,cranberry juice
14080,348292,sprite
14081,105939,fresh orange juice
14082,105939,ice cubes
14083,105939,honey
14084,105939,heavy cream
14085,105939,orange zest
14086,105939,pure vanilla extract
14087,105939,orange slice
14088,164333,frozen orange juice concentrate
14089,164333,vanilla ice cream
14090,164333,vanilla vodka
14091,164333,grand marnier
14092,164333,ice cubes
14093,507757,orange juice
14094,507757,white creme de menthe
14095,507757,protein powder
14096,507757,pure vanilla extract
14097,507757,nonfat milk
14098,507757,mint sprig
14099,144918,sugar
14100,144918,alcohol
14101,144918,rose wine
14102,144918,orange
14103,144918,lemon
14104,144918,grapefruit
14105,144918,cinnamon stick
14106,72203,oranges
14107,72203,vodka
14108,72203,superfine sugar
14109,347329,tequila
14110,347329,mango nectar
14111,347329,orange juice
14112,347329,orange-flavored liqueur
14113,347329,lime juice
14114,166537,tequila
14115,166537,grand marnier
14116,166537,fresh orange juice
14117,166537,lime juice
14118,166537,orange
14119,166537,salt
14120,250286,limoncello
14121,250286,vodka
14122,250286,orange juice
14123,236490,rum
14124,236490,lime juice
14125,236490,sugar
14126,236490,orange juice
14127,236490,club soda
14128,236490,of fresh mint
14129,171342,orange juice
14130,171342,ruby red grapefruit juice
14131,171342,orangecello liqueur
14132,171342,grenadine
14133,171342,ice
14134,171342,heavy cream
14135,171342,cream of coconut
14136,223824,triple sec
14137,223824,grand marnier
14138,223824,light rum
14139,223824,orange juice
14140,223824,creme de almond
14141,132593,ice cubes
14142,132593,orange juice
14143,132593,rum
14144,132593,orange sherbet
14145,307319,oranges
14146,307319,orange jell-o
14147,307319,vodka
14148,307319,water
14149,241637,sour raspberry liqueur
14150,241637,orange juice
14151,241637,orange slice
14152,332250,water
14153,332250,orange spice tea bags
14154,332250,brown sugar
14155,332250,apple cider
14156,332250,rum
14157,332250,cinnamon sticks
14158,332250,butter
14159,332250,orange slices
14160,270483,orange-infused vodka
14161,270483,coconut rum
14162,270483,triple sec
14163,270483,orange juice
14164,270483,cranberry juice
14165,244564,absolut mandarin vodka
14166,244564,red bull energy drink
14167,244564,orange juice
14168,211539,dried apricots
14169,211539,brown sugar
14170,211539,grand marnier
14171,211539,"orange, juice of"
14172,211539,heavy whipping cream
14173,211539,coconut milk
14174,211539,white rum
14175,211539,golden rum
14176,211539,angostura bitters
14177,211539,orange
14178,55993,orange
14179,55993,sugar
14180,55993,vodka
14181,59542,light corn syrup
14182,59542,orange-flavored liqueur
14183,59542,orange
14184,59542,lemon
14185,59542,lime
14186,59542,dry white wine
14187,59542,lemon juice
14188,59542,club soda
14189,59542,fresh fruit
14190,59068,fresh orange juice
14191,59068,tangerine juice
14192,59068,"limes, juice of"
14193,59068,fine sugar
14194,59068,fresh mint leaves
14195,59068,club soda
14196,59068,of fresh mint
14197,59068,vodka
14198,59068,ice
14199,48342,cranberry-apple juice
14200,48342,orange juice
14201,48342,lemon juice
14202,48342,sparkling water
14203,48342,vodka
14204,94154,oranges
14205,94154,light corn syrup
14206,94154,dark corn syrup
14207,94154,sugar
14208,94154,vanilla extract
14209,94154,orange extract
14210,94154,vodka
14211,252450,oranges
14212,252450,vodka
14213,252450,water
14214,252450,sugar
14215,326108,white creme de cacao
14216,326108,amaretto
14217,326108,triple sec
14218,326108,vodka
14219,326108,cream
14220,161973,amaretto
14221,161973,triple sec
14222,161973,vanilla vodka
14223,161973,creme de cacao
14224,161973,cream
14225,161973,cherries
14226,166333,blanched almonds
14227,166333,water
14228,166333,sugar
14229,166333,vodka
14230,166333,orange flower water
14231,221876,orange-infused vodka
14232,221876,pink grapefruit juice
14233,221876,lychee puree
14234,221876,aromatic bitters
14235,221876,champagne
14236,149749,heavy cream
14237,149749,sweetened condensed milk
14238,149749,irish whiskey
14239,149749,instant coffee granules
14240,149749,chocolate syrup
14241,149749,vanilla extract
14242,149749,almond extract
14243,253664,pisco
14244,253664,lemon juice
14245,253664,confectioners' sugar
14246,253664,egg white
14247,253664,angostura bitters
14248,263566,ginger ale
14249,263566,orange juice
14250,263566,grenadine
14251,263566,maraschino cherry
14252,263566,lemon slice
14253,255816,light rum
14254,255816,lime juice
14255,255816,orange curacao
14256,255816,orgeat syrup
14257,255816,dark rum
14258,255816,maraschino cherry
14259,55903,frozen sliced peaches
14260,55903,bacardi fuzzy navel mix
14261,55903,ice
14262,55903,champagne
14263,55903,water
14264,55903,peach schnapps
14265,55903,vodka
14266,55903,sugar
14267,424148,vodka
14268,424148,ouzo
14269,424148,sugar
14270,424148,soda water
14271,424148,orange juice
14272,169948,orange juice
14273,169948,pineapple juice
14274,169948,ouzo
14275,169948,vodka
14276,169948,fresh lime juice
14277,169948,lime slices
14278,169948,ice
14279,157691,vodka
14280,157691,tomato juice
14281,157691,seafood cocktail sauce
14282,157691,worcestershire sauce
14283,157691,tabasco sauce
14284,157691,oyster
14285,221203,oysters
