,item,ingredient
5280,285613,whiskey
5281,285613,goldschlager
5282,285613,diet coke
5283,91517,orange-infused vodka
5284,91517,fresh pineapple juice
5285,91517,blue curacao
5286,91517,pineapple chunks
5287,197871,ciclon
5288,197871,hot sauce
5289,194278,ciclon
5290,194278,orange juice
5291,194278,grenadine
5292,49248,apple cider
5293,49248,cranberry juice cocktail
5294,49248,tequila
5295,49248,triple sec
5296,49248,lime slice
5297,248472,cider
5298,248472,dark rum
5299,248472,ice
5300,265045,cider
5301,265045,pineapple juice
5302,265045,dark rum
5303,265045,grenadine
5304,265045,ice
5305,80079,boiling water
5306,80079,tea bags
5307,80079,apple cider
5308,80079,honey
5309,80079,orange slice
5310,379355,tequila
5311,379355,grand marnier
5312,379355,limes
5313,379355,cilantro
5314,379355,rose's lime juice
5315,149847,lemon juice
5316,149847,orange juice
5317,149847,pineapple juice
5318,149847,ice cube
5319,149847,club soda
5320,149847,grenadine
5321,149847,pineapple
5322,149847,orange
5323,290578,cinnamon sticks
5324,290578,vodka
5325,290578,apple cider
5326,290578,cinnamon sugar
5327,258665,goldschlager
5328,258665,cream soda
5329,147780,vodka
5330,147780,goldschlager
5331,192440,boiling water
5332,192440,cinnamon cappuccino instant coffee mix
5333,192440,caramel liqueur
5334,192440,vanilla rum
5335,192440,cinnamon schnapps
5336,192440,dark rum
5337,192440,non-dairy whipped topping
5338,192440,cinnamon stick
5339,192440,cinnamon sugar
5340,445220,irish cream
5341,445220,spiced rum
5342,445220,milk
5343,230925,cranberry juice
5344,230925,southern comfort
5345,230925,cinnamon schnapps
5346,265626,ice cube
5347,265626,vodka
5348,265626,apple schnapps
5349,265626,apple cider
5350,265626,sugar
5351,265626,ground cinnamon
5352,284324,lime juice
5353,284324,gin
5354,284324,limoncello
5355,284324,ruby red grapefruit juice
5356,284324,lime twist
5357,263303,citrus-infused vodka
5358,263303,chambord raspberry liquor
5359,263303,champagne
5360,263303,lemon peel
5361,218924,grand marnier
5362,218924,lemon-flavored vodka
5363,218924,cranberry juice
5364,218924,ginger ale
5365,218924,"lime, juice of"
5366,218924,ice cubes
5367,218924,lemon
5368,218924,orange
5369,296893,orange-flavored liqueur
5370,296893,tequila
5371,296893,fresh orange juice
5372,296893,fresh lime juice
5373,296893,grapefruit juice
5374,296893,lime wedge
5375,296893,salt
5376,264087,sugar
5377,264087,red raisins
5378,264087,lemon slice
5379,264087,vodka
5380,264087,orange-flavored liqueur
5381,340028,lime
5382,340028,sugar
5383,340028,citrus-infused rum
5384,340028,ice
5385,340028,club soda
5386,135026,sugar
5387,135026,water
5388,135026,merlot
5389,135026,ruby port
5390,135026,oranges
5391,135026,limes
5392,135026,pineapple chunk
5393,135026,ice
5394,231399,apple
5395,231399,orange
5396,231399,sugar
5397,231399,oranges
5398,231399,limes
5399,231399,lemons
5400,231399,grape juice
5401,231399,ice
5402,362242,ice cubes
5403,362242,crystal light sugar free low calorie lemonade mix
5404,362242,vodka
5405,362242,frozen mango chunks
5406,362242,lime juice
5407,362242,lime wedge
5408,234517,hot water
5409,234517,tea bags
5410,234517,water
5411,234517,sugar
5412,234517,frozen lemonade
5413,234517,frozen orange juice
5414,234517,vodka
5415,234517,carbonated lemon-lime beverage
5416,241759,rum
5417,241759,triple sec
5418,241759,prepared sweet-and-sour mix
5419,241759,grapefruit juice
5420,241759,oranges
5421,241759,lemon
5422,247042,citrus-infused vodka
5423,247042,lime juice
5424,247042,lemonade
5425,247042,cranberry juice
5426,147397,white wine
5427,147397,carbonated lemon-lime beverage
5428,147397,lemon juice
5429,60281,orange rind
5430,60281,"lemons, rind of"
5431,60281,lime peel
5432,60281,wooden skewer
5433,60281,vodka
5434,361961,ice cubes
5435,361961,grapefruit juice
5436,361961,tequila
5437,361961,triple sec
5438,361961,campari
5439,25578,clamato juice
5440,25578,vodka
5441,25578,worcestershire sauce
5442,25578,lemon juice
5443,25578,hot sauce
5444,25578,salt
5445,25578,all purpose greek seasoning
5446,25578,fresh ground pepper
5447,25578,celery rib
5448,12058,clamato juice
5449,12058,salt
5450,12058,celery salt
5451,12058,thyme
5452,12058,black pepper
5453,12058,celery
5454,285941,tonic water
5455,285941,clam juice
5456,285941,vodka
5457,285941,sugar
5458,288431,southern comfort
5459,288431,advocaat
5460,288431,coconut rum
5461,288431,pineapple juice
5462,238072,angostura bitters
5463,238072,sugar cube
5464,238072,cognac
5465,238072,champagne
5466,396736,orange juice
5467,396736,champagne
5468,397220,cognac
5469,397220,cointreau liqueur
5470,397220,fresh lemon juice
5471,397220,simple syrup
5472,397220,ice
5473,379059,canadian rye whisky
5474,379059,simple syrup
5475,379059,lemon juice
5476,379059,lime juice
5477,316544,white wine
5478,316544,seltzer water
5479,316544,lemon zest
5480,367506,peach schnapps
5481,367506,raspberry vodka
5482,367506,diet sprite
5483,367506,lime wedge
5484,367506,ice
5485,314820,vodka
5486,314820,water
5487,314820,clementines
5488,314820,ice cube
5489,314820,sugar
5490,229839,mango rum liqueur
5491,229839,tequila
5492,229839,gin
5493,229839,vodka
5494,229839,mango juice
5495,316617,kahlua hazelnut
5496,316617,dark creme de cacao
5497,316617,butterscotch schnapps
5498,316617,half-and-half
5499,237130,vanilla vodka
5500,237130,midori melon liqueur
5501,237130,apple juice
5502,237130,ice
5503,527694,white rum
5504,527694,rum
5505,527694,meyer's dark rum
5506,527694,coconut rum
5507,527694,unsweetened pineapple juice
5508,527694,orange juice
5509,527694,grenadine
5510,527694,angostura bitters
5511,527694,maraschino cherry
5512,527694,orange slice
5513,102621,ice
5514,102621,pineapple juice
5515,102621,cream of coconut
5516,102621,white rum
5517,102621,blue curacao
5518,102621,lime juice
5519,204070,limoncello
5520,204070,espresso coffee
5521,204070,half-and-half
5522,204070,lemon zest
5523,503967,rye whiskey
5524,503967,sweet vermouth
5525,503967,benedictine
5526,503967,herbsaint
5527,503967,bitters
5528,503967,maraschino cherry
5529,15757,tequila
5530,15757,creme de menthe
5531,15757,ouzo
5532,15757,irish cream
5533,322992,absolut citron vodka
5534,322992,port wine
5535,322992,simple syrup
5536,322992,"lemon, juice of"
5537,322924,vanilla vodka
5538,322924,coffee
5539,322924,cream
5540,322924,simple syrup
5541,322924,tequila
5542,317119,blueberries
5543,317119,strawberry
5544,317119,raspberries
5545,317119,ice cube
5546,317119,unsweetened pineapple juice
5547,317119,vodka
5548,317119,sugar
5549,317119,of fresh mint
5550,317119,mint sprig
5551,258307,amaretto
5552,258307,dark creme de cacao
5553,258307,strawberry cream liqueur
5554,258307,milk
5555,59691,butter-flavored liqueur
5556,59691,creme de cacao
5557,322466,dark rum
5558,322466,coconut rum
5559,322466,cream of coconut
5560,322466,papaya nectar
5561,322466,orange juice
5562,322466,pineapple juice
5563,322466,grenadine
5564,322466,banana
5565,210450,x-rated fusion liqueur
5566,210450,coconut rum
5567,210450,pineapple juice
5568,210450,cherry juice
5569,210450,tonic water
5570,210450,ice
5571,210450,coconut flakes
5572,210450,cherries
5573,469334,vanilla vodka
5574,469334,malibu rum
5575,469334,coco lopez
5576,469334,blue curacao
5577,249188,coconut rum
5578,249188,amaretto
5579,249188,pineapple juice
5580,249188,cranberry juice
5581,144966,coffee liqueur
5582,144966,peppermint schnapps
5583,144966,hot cocoa
5584,64915,powdered cocoa mix
5585,64915,water
5586,64915,amaretto
5587,64915,frangelico
5588,188985,ice
5589,188985,godiva original chocolate liqueur
5590,188985,hot cocoa
5591,188985,vanilla vodka
5592,188985,creme de cacao
5593,208513,coconut rum
5594,208513,fresh mint leaves
5595,208513,coconut cream
5596,208513,sweetened lime juice
5597,208513,club soda
5598,208513,mint sprig
5599,297873,irish cream
5600,297873,malibu rum
5601,297873,milk
5602,57385,double cream
5603,57385,pineapple juice
5604,57385,coconut milk
5605,57385,orange juice
5606,57385,ice cube
5607,31928,light rum
5608,31928,coconut syrup
5609,31928,lime juice
5610,31928,light cream
5611,31928,lime wedge
5612,120546,ice
5613,120546,cream of coconut
5614,120546,pineapple juice
5615,120546,tequila
5616,120546,prepared sweet-and-sour mix
5617,120546,orange-flavored liqueur
5618,120546,flaked coconut
5619,373409,ice
5620,373409,coconut cream
5621,373409,tequila
5622,373409,triple sec
5623,373409,lime juice
5624,373409,sweetened flaked coconut
5625,373409,salt
5626,246964,vanilla vodka
5627,246964,coconut cream
5628,246964,coconut rum
5629,246964,vanilla bean
5630,374521,white rum
5631,374521,rose's lime juice
5632,374521,malibu coconut liqueur
5633,374521,lime
5634,374521,peppermint
5635,374521,brown sugar
5636,374521,carbonated water
5637,374521,ice cubes
5638,253455,malibu rum
5639,253455,kahlua
5640,253455,milk
5641,260905,half-and-half
5642,260905,rum
5643,260905,vanilla vodka
5644,260905,cream of coconut
5645,260905,ice cube
5646,8818,tequila
5647,8818,lemon juice
5648,8818,cream of coconut
5649,8818,maraschino juice
5650,8818,ice
5651,154181,brewed coffee
5652,154181,milk
5653,154181,cream of coconut
5654,154181,nutmeg
5655,228520,white rum
5656,228520,triple sec
5657,228520,malibu rum
5658,228520,ice
5659,171058,tequila
5660,171058,"limes, juice of"
5661,171058,ice
5662,171058,powdered sugar
5663,171058,banana
5664,171058,thompson seedless grapes
5665,171058,maraschino cherries
5666,279359,brewed coffee
5667,279359,mint liqueur
5668,279359,whipped cream
5669,279359,chocolate shavings
5670,322157,espresso-flavored vodka
5671,322157,cinnamon schnapps
5672,322157,baileys irish cream
5673,262944,light rum
5674,262944,dark rum
5675,262944,black coffee
5676,262944,coca-cola
5677,262944,"lemon, juice of"
5678,262944,ice
5679,296527,coffee
5680,296527,sugar
5681,296527,milk
5682,296527,ice cubes
5683,296527,kahlua
5684,16086,baileys irish cream
5685,16086,coffee
5686,16086,milk
5687,280878,black coffee
5688,280878,chambord raspberry liquor
5689,280878,irish cream
5690,280878,sugar
5691,280878,whipped cream
5692,167609,chocolate syrup
5693,167609,kahlua
5694,167609,seltzer water
5695,167609,coffee ice cream
5696,279346,brandy
5697,279346,kahlua
5698,279346,coffee
5699,84941,corn syrup
5700,84941,granulated sugar
5701,84941,boiling water
5702,84941,instant coffee
5703,84941,vodka
5704,84941,vanilla
5705,163967,coffee-infused vodka
5706,163967,kahlua
5707,163967,coffee beans
5708,163967,espresso
5709,243500,dark creme de cacao
5710,243500,coffee liqueur
5711,243500,brandy
5712,243500,hot coffee
5713,243500,whipped cream
5714,338804,whipping cream
5715,338804,sugar
5716,338804,frangelico
5717,338804,baileys irish cream
5718,338804,hot coffee
5719,265896,brewed coffee
5720,265896,maple syrup
5721,265896,cola
5722,265896,lemon slice
5723,43218,granulated sugar
5724,43218,vanilla beans
5725,43218,water
5726,43218,instant coffee granules
5727,43218,boiling water
5728,43218,vodka
5729,43218,glycerin
5730,88023,cognac
5731,88023,cointreau liqueur
5732,88023,fresh lemon juice
5733,88023,cranberry juice
5734,336945,cranberry juice
5735,336945,unsweetened pineapple juice
5736,336945,fresh orange juice
5737,336945,grapefruit juice
5738,336945,cointreau liqueur
5739,336945,ginger ale
5740,336945,lemon
5741,301030,ice
5742,301030,cointreau liqueur
5743,301030,grenadine
5744,301030,orange juice
5745,301030,angostura bitters
5746,74124,cracked ice
5747,74124,cointreau liqueur
5748,74124,cognac
5749,74124,fresh lemon juice
5750,74124,angostura bitters
5751,74124,lemon
5752,231135,fresh mint leaves
5753,231135,sugar
5754,231135,lime juice
5755,231135,malibu rum
5756,231135,limes
5757,231135,club soda
5758,203873,apricot brandy
5759,203873,orange juice
5760,279922,campari
5761,279922,fresh lemon juice
5762,279922,brandy
5763,340753,southern comfort
5764,340753,irish cream
5765,340753,chocolate
5766,313491,frangelico
5767,313491,southern comfort
5768,340839,southern comfort
5769,340839,eggnog
5770,340839,whipped cream
5771,340839,nutmeg
5772,21783,lemon juice
5773,21783,honey
5774,21783,cloves
5775,21783,irish whiskey
5776,21783,boiling water
5777,296653,kahlua
5778,296653,baileys irish cream
5779,296653,butterscotch schnapps
5780,296653,creme de cacao
5781,296653,black coffee
5782,261770,oreo cookies
5783,261770,milk
5784,261770,ice cream
5785,261770,baileys irish cream
5786,261770,kahlua
5787,261770,honey
5788,261770,strawberry
5789,219440,creme de cacao
5790,219440,butterscotch schnapps
5791,219440,irish cream
5792,219440,cream
5793,219440,caramel topping
5794,219440,chocolate fudge topping
5795,450682,ice cubes
5796,450682,pineapple juice
5797,450682,blue curacao
5798,450682,light rum
5799,450682,cream of coconut
5800,450682,pineapple
5801,450682,maraschino cherries
5802,40509,gin
5803,40509,dry vermouth
5804,40509,blue curacao
5805,40509,fresh lemon juice
5806,40509,lemon twists
5807,179684,light rum
5808,179684,apricot brandy
5809,179684,triple sec
5810,179684,ice cubes
5811,179684,orange juice
5812,179684,pineapple juice
5813,179684,grenadine
5814,95155,dark jamaican rum
5815,95155,cranberry juice
5816,95155,pineapple juice
5817,95155,orange curacao
5818,95155,prepared sweet-and-sour mix
5819,95155,ice
5820,325174,peppermint schnapps
5821,325174,blue curacao
5822,325174,lemon juice
5823,325174,club soda
5824,149132,orange juice
5825,149132,peach nectar
5826,149132,grenadine
5827,149132,lime juice
5828,149132,carbonated lemon-lime beverage
5829,314099,bacardi limon
5830,314099,mountain dew soda
5831,256885,coconut rum
5832,256885,coke
5833,256885,lime
5834,256885,ice
5835,270393,white zinfandel wine
5836,270393,peach schnapps
5837,270393,pineapple juice
5838,270393,7-up
5839,270393,peach slices
5840,270393,grapes
5841,267788,wine
5842,267788,apple liqueur
5843,267788,fruit punch
5844,267788,7-up
5845,267788,maraschino cherries
5846,267788,orange slice
5847,267788,red apple
5848,267788,lime wedge
5849,60552,tequila
5850,60552,cointreau liqueur
5851,60552,orange juice
5852,60552,prepared sweet-and-sour mix
5853,60552,salt
5854,60552,lime wedge
5855,64184,tequila
5856,64184,brandy
5857,64184,cointreau liqueur
5858,64184,sour mix
5859,64184,lime juice
5860,445552,unsweetened pineapple juice
5861,445552,unsweetened orange juice
5862,445552,margarita mix
5863,445552,peach schnapps
5864,445552,coconut rum
5865,445552,gold tequila
5866,403656,sweetened condensed milk
5867,403656,evaporated milk
5868,403656,cream of coconut
5869,403656,cinnamon
5870,403656,vanilla extract
5871,403656,white rum
5872,193594,coconut milk
5873,193594,coconut cream
5874,193594,evaporated milk
5875,193594,white rum
5876,193594,cinnamon
5877,244297,cream of coconut
5878,244297,sweetened condensed milk
5879,244297,egg substitute
5880,244297,evaporated milk
5881,244297,vanilla
5882,244297,malibu rum
5883,244297,cinnamon
5884,244297,nutmeg
5885,293073,egg yolk
5886,293073,sugar
5887,293073,evaporated milk
5888,293073,vanilla extract
5889,293073,coco lopez
5890,293073,cinnamon sticks
5891,293073,white rum
5892,234915,brandy
5893,234915,calvados
5894,234915,vermouth
5895,279303,alize gold passion liqueur
5896,279303,citrus-infused vodka
5897,279303,cranberry juice
5898,279303,fresh lemon juice
5899,304496,cranberry juice
5900,304496,guava juice
5901,304496,citrus-infused vodka
5902,304496,raspberry liqueur
5903,304496,lime wedges
5904,392133,cranberry juice
5905,392133,frozen limeade concentrate
5906,392133,carbonated lemon-lime beverage
5907,392133,orange-infused vodka
5908,392133,orange liqueur
5909,392133,ice cube
5910,392133,limes
5911,451461,cranberry gelatin
5912,451461,boiling water
5913,451461,cold water
5914,451461,orange-infused vodka
5915,286262,frozen limeade concentrate
5916,286262,powdered sugar
5917,286262,citrus-infused vodka
5918,286262,orange-flavored liqueur
5919,286262,cranberry juice
5920,286262,orange peel
5921,353632,light cranberry juice
5922,353632,vodka
5923,353632,lime juice
5924,353632,ice
5925,91804,vanilla vodka
5926,91804,orange-flavored rum
5927,91804,champagne
5928,91804,peach brandy
5929,91804,cranberry juice
5930,347739,ice
5931,347739,peach nectar
5932,347739,cranberry juice
5933,347739,grenadine
5934,347739,carbonated lemon-lime beverage
5935,347739,lime peel
5936,67970,vodka
5937,67970,triple sec
5938,67970,cranberry juice
5939,271812,cranberry juice
5940,271812,cointreau liqueur
5941,271812,fresh lime juice
5942,271812,sugar cubes
5943,271812,pink champagne
5944,44087,cointreau liqueur
5945,44087,cranberry juice cocktail
5946,44087,fresh lime juice
5947,44087,superfine sugar
5948,44087,champagne
5949,151117,vodka
5950,151117,grand marnier
5951,151117,"lime, juice of"
